start,end,survey_type,survey_id,survey_version,interviewer,interviewer_Org,country,community,sex,gear_handline,gear_spear,gear_traps,gear_gill_net,gear_mobile_net,gear_stationary_line,gear_other,other_gear,boat_status,boat_length_m,boat_material,boat_motorized,boat_power,comment,tech_smartphone,tech_maps,tech_socialmedia,tech_other,tech_no_tech,other_tech,fishtech_vhf,fishtech_fishfinder,fishtech_survcam,fishtech_catchapp,fishtech_vesseltrack,fishtech_gps,fishtech_other,fishtech_none,other_fishtech,text_vms,positive_tracking_tech_one,positive_tracking_tech_two,negative_tracking_tech_one,negative_tracking_tech_two,choice,package_nopackage,wtp_1,wtp_2,wtp_3,wtp_4,wtr_1,wtr_2,wtr_3,wtr_4,tracking_negative,tracking_positive,design_a,design_b,design_c,design_d,design_e,design_f,design_g,design_h,design_i,text_vms_adoption,target_species_one,target_species_two,target_species_three,fraction_personal,fraction_neighbor,fraction_local_trade,fraction_export,fraction_other,other_fraction,fishing_organization,fishing_org_type,other_type,fishing_org_role,other_role,fishing_org_members,access_target_species,other_access,restriction_gear,restriction_size,restriction_season,restriction_spacial,restriction_quota,restriction_other,restriction_none,other_restriction,enforcement_community_members,enforcement_village_leader,enforcement_village_gov,enforcement_provincial_gov,enforcement_national_gov,enforcement_none,enforcement_other,other_enforcement,enforcement_interval,other_interval,punishment_severity,mpa,fishery_problem_one,fishery_problem_two,fishery_problem_three,fishery_solution_one,fishery_solution_two,fishery_solution_three,rank_one,rank_two,rank_three,rank_four,catch_trends,opinion_a,opinion_b,opinion_c,opinion_d,opinion_e,opinion_f,opinion_g,opinion_h,opinion_i,trust_a,trust_b,trust_c,trust_d,trust_e,trust_f,trust_g,trust_h,trust_i,trust_j,trust_k,trust_l,satisfaction_a,satisfaction_b,satisfaction_c,age,years_fishing,education,other_education,income,income_fishing,income_expenses,photo,last_comments
2019-06-29T23:56:28.665+09:00,2019-07-02T11:04:05.791+07:00,D,1006,1,WG,GFW,IND,RAJ,M,1,0,0,0,0,0,0,,own,6,w,y,n,,1,0,1,0,0,,0,0,0,0,0,0,0,1,,,,,,,2,0,,,,,y,,,,,,0,1,1,1,0,0,0,0,0,,grouper,narrow-barred spanish mackerel,bluefin trevally,30,10,60,0,0,,y,customary_org,,partner,,3,permit_holders,,1,1,0,1,0,0,0,,0,1,1,1,0,0,0,,once_week,,severe,y,"Weather, angin, badai",,,pandai2 mengakali,,,iuu,weather,pollution,corruption,decline_low,3,4,2,5,1,1,5,5,4,5,4,4,4,3,,4,,3,4,,2,3,3,1,26,7,secondary,,1000000,50,25,,"Need Translation 
 Skipped: 16, 17, 19, 23, 25, 37f, 37h
 Problem: 37f missing
 Transcribed from Version_1_CE by BR 30-06-2019 0800"
2019-06-30T09:11:15.249+09:00,2019-07-02T11:00:21.576+07:00,D,1007,2,RJ,RARE,IND,RAJ,M,1,0,0,0,0,0,0,,share_collective,7,w,y,n,,1,0,1,0,0,,0,0,0,0,0,0,0,1,,,,,,,1,1,y,y,y,y,,,,,,kalo hilang di laut ada sos,,,,,,,,,,mau karena safety,emperor,snapper,Samandar,30,20,50,0,0,,y,,,,,,permit_holders,,1,0,0,0,0,0,0,,1,1,1,1,1,0,0,,once_week,,weak,n,alat tangkap destruktif,izin untuk orang luar,,"proses, patroli",,,corruption,weather,iuu,pollution,decline_high,4,4,4,4,3,2,4,4,2,5,4,3,4,1,3,4,,4,4,,4,4,4,4,23,11,secondary,,1100000,100,80,,"Need Translation
 Not Answered: 23, 24, 25, 37h 
 Notes:
 18 - 4 options selected
 27 - Gear Restrictions - ""jaring, bom, potas, jerat""
 37k - ""local Government"" mission from options
 
 Transcribed from Version_2_CE by BR 30-06-2019 830"
2019-06-30T09:38:56.021+09:00,2019-07-02T10:53:56.625+07:00,D,1013,3,WG,GFW,IND,RAJ,M,1,0,0,0,0,0,0,,rent,6,w,y,n,,0,0,0,0,1,,0,0,0,0,0,0,0,1,,,,,,,2,1,y,y,y,n,,,,,,,0,1,1,1,0,0,0,0,0,,emperor,grouper,Skipjack tuna,30,70,0,0,0,,y,customary_org,,partner,,5,permit_holders,,1,0,0,1,0,0,0,,0,1,1,1,0,0,0,,once_week,,strong,y,Weather,,,Saat badai tidak menangkap,,,iuu,corruption,pollution,weather,improve_high,4,5,4,1,4,2,5,3,4,5,4,5,4,4,,4,,4,4,,3,4,3,4,33,15,secondary,,1500000,70,40,,"Need Translation
 Skipped: 16, 17, 19, 37f, 37h
 Problem: 37k - not included as an option 
 Note: 
 44 - Indicated as 600,000 in theoriginal questionnaire. converted to 48% (600,000/1,500,000 = .48). 
 Transcribed from Version_3_CE by BRH 30-06-2019 1320"
2019-06-30T14:21:47.212+09:00,2019-07-02T10:50:36.073+07:00,D,1011,4,AB,GFW,IND,RAJ,M,1,0,0,0,0,0,0,,own,6,w,y,n,,0,0,0,0,1,,0,0,0,0,0,0,0,1,,,,,,,1,0,,,,,n,y,,,,,0,1,1,1,0,0,0,0,0,,squid,grouper,bluefin bluefin trevally,30,20,50,0,0,,y,,,,,,community,,1,1,0,1,0,0,0,,1,1,1,1,0,0,0,,once_week,,strong,n,Small catch,Trash,,,Collect and burn. Don't throw to ocean,,iuu,corruption,weather,pollution,decline_low,4,2,4,5,4,2,4,4,4,5,2,5,5,5,3,5,5,5,5,,5,4,4,4,37,5,primary,,4000000,25,10,,"210619AB_04
 Missing Values: 16, 17, 19, 23, 24, 25
 Survey Error: No 37k option 
 Notes: 
 Transcribed by: BR 30-06-2019 1400"
2019-06-30T15:05:54.991+09:00,2019-07-02T10:46:07.527+07:00,D,1009,6,ER,RARE,IND,RAJ,M,1,1,0,0,0,0,0,,own,9,fg,y,n,,0,0,0,0,1,,0,0,0,0,0,0,0,1,,,,,,,2,1,y,y,n,,,,,,,,0,0,1,0,0,1,0,0,1,Rasa penasaran,Leopard coralgrouper,snapper,emperor,70,20,10,0,0,,n,,,,,,permit_holders,,1,1,0,1,0,0,0,,1,1,1,0,0,0,0,,never,,weak,n,Nelayan luar,Nelayan sendiri tidak patuh,,Harus izin,Diberitahu pelan-pelan,,weather,iuu,pollution,corruption,decline_low,4,1,5,4,5,1,5,4,4,5,2,3,5,5,3,5,3,5,5,,4,0,4,5,46,34,secondary,,100000,100,80,,"210619ED_06
 Need Translation :Yes 
 Skipped: 
 Survey Error: 37k
 Notes:
 27 - Specified (a. Gear Restrictions - Tidak boleh rawai, b. Size Restrictions - Min 30cm, c. Seasonal Restrictions - Wilayah KPA)
 Transcribed by: BRH 29-06-2019 1420"
2019-06-30T15:20:30.703+09:00,2019-07-02T10:38:27.356+07:00,D,1010,16,WG,GFW,IND,RAJ,M,1,0,1,0,0,0,0,,own,9,fg,y,n,,,,,,,,,,,,,,,,,,,,,,2,1,n,,,,,,,,,,,,,,,,,,,,grouper,lobster,lizardfish,50,10,40,0,0,,y,customary_org,,partner,,8,permit_holders,,0,1,0,1,0,0,0,,0,0,1,1,1,0,0,,once_week,,strong,y,"musim, alam",,,pandai2 cari waktu,,,weather,iuu,pollution,corruption,improve_low,2,4,4,3,2,1,5,5,3,5,3,5,4,2,,4,,5,4,,,5,5,2,42,30,primary,,8000000,75,65,,"210619WG_16
 Need Translation :Yes 
 Missing Values: 16, 17, 19, 37f, 37g, 37i
 Survey Error: 37k
 Notes: 
 43 - Stated as 6000000. Converted to percent. 
 44 - Stated as 5000000. Converted too percent. 
 Photo - 1561087147190.jpg
 Transcribed by: BRH 30-06-2019 1500"
2019-06-30T16:13:32.725+09:00,2019-07-02T10:37:54.798+07:00,D,1018,7,ER,RARE,IND,RAJ,M,1,1,0,0,0,0,0,Speargun,own,9,fg,y,n,,,,,,,,,,,,,,,,,,,,,,1,1,y,y,y,y,,,,,,Membantu pengawasan,,,,,,,,,,Menambah wawasan dan ilmu,Leopard coralgrouper,red snapper,narrow-barred spanish mackerel,20,10,70,0,0,,n,,,,,,permit_holders,,1,1,0,1,0,0,0,,1,1,1,1,0,0,0,,once_month,,none,y,Kesulitan modal operasional (BBM dan es),Nelayan luar,,Pencairan dana kampung,Pengawasan berbasis masyarakat,,corruption,weather,iuu,weather,decline_high,2,1,2,4,4,2,5,1,1,5,5,3,5,5,3,5,5,5,5,,5,5,2,4,40,28,primary,,1000000,100,50,,"210619ED_07
 Needs translation
 Skipped: 18
 Problem: 37h missing from questions 
 Notes: 
 27- Restrictions specified
 Gear - Bom, potas/bore
 Size - 35 cm
 Spatial - Kawasan Larang Ambil
 Transcribed by BR 01-07-2019 2230"
2019-07-01T14:53:49.310+07,2019-07-02T09:43:22.542+07,D,3001,4,WG,GFW,IND,MAK,M,0,0,1,0,0,0,0,,own,28,w,y,y,,0,0,0,0,1,,0,0,0,0,0,0,0,1,,,,,,,2,1,y,y,n,,,,,,mahal,bisa lihat air dalem,0,1,1,0,0,1,1,0,1,,blue swimming crab,,,10,85,0,0,,,y,cooperative,,partner,,20,permit_holders,,1,0,0,1,0,0,0,,0,0,1,1,0,0,0,,once_month,,weak,y,limbah,musim timur sulit,,pemerintah harus tegas,,,pollution,weather,iuu,corruption,decline_low,3,2,2,5,4,2,4,3,1,5,3,3,3,3,3,3,3,3,2,2,2,3,4,4,40,20,primary,,1500000,100,40,,
2019-07-01T22:46:47.948+07:00,2019-07-01T23:00:41.576+07:00,D,1008,11,WS,RARE,IND,RAJ,M,1,1,0,0,0,0,0,,own,9,fg,y,n,,1,0,0,0,0,,0,0,0,0,0,0,0,1,,,,,,,1,0,,,,,y,,,,,,1,0,1,0,0,0,0,0,1,,rabbitfish,snapper,grouper,20,20,60,0,0,,y,customary_org,,director,,6,community,,1,1,1,1,0,0,0,,1,0,0,1,0,0,0,,once_week,,weak,y,Penangkapan ilegal dan merusak,,,Pembinaan ditempat,Pemberian surat kepada kepala adat atau kampung yang masyarakatnya melanggar aturan,Pemberian sanksi adat,weather,pollution,iuu,corruption,decline_high,5,4,1,2,5,1,5,4,5,4,5,4,4,5,,5,,5,4,,,5,0,4,33,9,primary,SD kelas 2,3000000,100,35,,"210619WS_11
 Needs Translation
 Skipped: 16, 17, 19, 37f, 37l
 Problem: 37 k missing
 Note:
 27- Restrictions Specified
 a. Gear Restrictions: Alat tangkap merusak, trawl 
 b. Size Restrictions: Kurang dari 7cm 
 c. Seasonal Restrictions: Sabtu dan minggu menangkap baronang 
 d. Spatial Restrictions: Sasi teripang
 
 Transcribed by BR 01-07-2019 2300"
2019-07-01T23:00:41.758+07:00,2019-07-02T09:43:57.610+07:00,D,2002,7,AB,GFW,IND,MNC,M,0,0,0,0,1,0,0,Traditional net,own,10,fg,y,y,,1,0,0,0,0,,0,0,0,0,0,0,0,1,,,,,,,1,0,,,,,n,n,n,n,,,,,,,,,,,,,eastern little tuna,narrow-barred spanish mackerel,marlin,10,0,0,0,90,Supply chain ends at middle man. UNK if exported,y,other,Under contract from fish aggrigator.,other,Contract worker,,permit_holders,,0,0,0,0,0,1,0,"Species: sharks, turtles",1,0,0,0,0,0,0,,never,,severe,n,Weather,,,Wait for weather to improve,,,pollution,iuu,weather,corruption,improve_low,3,1,4,4,4,4,1,4,2,5,5,3,3,4,3,3,3,3,5,,1,3,1,4,40,24,no_formal,,10000000,100,10,,"Need Translation
 Skipped: 16, 17, 18
 Transcribed by BR 02-07-2019 0940
 
 Notes:
 -Security Feature is very important, however, they do not want the technology. Community fishing together. Employed by contract by local fishing company (local person). They fish together, get good money, 
 -Worst case scenario, they get drifted and go to Bali island. 
 -Does not make decisions. WORKS for someone. Has never even met the head of the business. 
 -Only way they would adopt is if it was forced on them. 
 
 Closed cold storage. 
 
 Has generator on his boat. Other fishermen come by to eat some food sometimes."
2019-07-02T09:43:57.876+07:00,2019-07-02T10:00:47.801+07:00,D,2003,8,AB,GFW,IND,MNC,M,0,0,0,0,1,0,0,Traditional net,own,10,fg,y,n,,1,1,1,0,0,,0,0,0,0,0,0,0,1,,,,,,,2,0,,,,,n,n,n,n,,,0,1,1,1,0,0,0,0,0,,eastern little tuna,narrow-barred spanish mackerel,marlin,10,0,0,0,90,Supply chain ends at middle man. UNK if exported,y,other,Under contract from fish aggrigator.,other,Contract worker,,no_restrictions,,0,0,0,0,0,0,1,,1,0,0,0,0,0,0,,never,,severe,n,Weather,Garbage,Illegal Fishing,Don't know,Don't know,Better Enforcement,pollution,iuu,weather,corruption,improve_low,3,1,4,2,4,4,4,4,4,5,5,3,5,4,3,3,3,3,5,,1,3,0,4,36,9,primary,,10000000,100,10,,"Skipped: 16, 17, 19, 25
 Transcribed by BR 02-07-2019 1000
 Notes:
 Trash gets caught in their nets and rips. Has to mend the nets on land - big problem."
2019-07-02T09:44:15.546+07,2019-07-02T09:53:42.289+07,D,3002,5,WG,GFW,IND,MAK,M,0,0,1,0,0,0,0,,own,8,w,y,y,,0,0,0,0,1,,0,0,0,0,0,0,0,1,,,,,,,1,0,,,,,y,,,,bisa ketahuan nangkep dmana,bisa ditolong keadaan darurat,0,0,1,0,0,0,0,0,0,,blue swimming crab,,,10,,90,,,,y,other,Fishing Group,partner,,20,permit_holders,,1,0,0,1,0,0,0,,0,0,0,1,1,0,0,,once_month,,weak,y,polusi limbah,ketersediaannya sedikit,,pabriknya ditertibkan,,,pollution,weather,corruption,iuu,decline_low,3,4,1,4,2,1,1,4,1,5,3,3,4,4,3,3,3,3,4,4,3,3,4,4,50,30,primary,,2000000,100,60,,
2019-07-02T09:44:31.674+07,2019-07-02T10:52:24.019+07,D,3003,10,RR,GFW,IND,MAK,M,0,0,0,0,1,0,0,Boat sein (payang),share_employee,8,w,y,y,,1,0,0,0,0,,0,0,0,0,0,0,0,1,,,,,,,1,0,,,,,n,n,n,n,Membuat repot,Mengetahui posisi untuk penangkapan berikutnya,0,1,1,0,1,0,0,0,0,Merepotkan karena kapal kecil dan hanya semalam jalan,anchovy,indian mackerel,cuttlefish,5,,95,,0,,n,,,,,,no_restrictions,,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,,never,,none,n,Sampah,Tumpahan minyak buangan kapal besar,Arus yg deras (terkadang),Peraturan buang sampah diperketat,Sistem pembuangan minyak yg baik untuk kapal besar,Berpindah lokasi ke arus yg lebih lemah,weather,pollution,iuu,corruption,improve_low,3,2,4,2,2,2,4,4,3,4,4,3,3,3,3,5,3,4,4,4,3,3,3,3,39,31,primary,,3000000,100,15,1562038014084.jpg,"Kapal kecil,menangkap ikan dekat pantai"
2019-07-02T10:00:48.080+07:00,2019-07-02T10:22:10.857+07:00,D,2004,9,AB,GFW,IND,MNC,M,0,0,0,0,1,0,0,Traditional net,own,10,fg,y,n,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,1,0,,,,,n,n,n,n,,,0,0,1,0,0,0,0,0,0,,eastern little tuna,narrow-barred spanish mackerel,marlin,10,0,0,0,90,Supply chain ends at middle man. UNK if exported,y,other,Under contract from fish aggrigator.,other,Contract worker,,permit_holders,,0,0,0,0,0,0,1,,1,0,0,0,0,0,0,,never,,severe,n,Weather,,,Wait for weather to improve,,,pollution,weather,iuu,corruption,improve_low,3,1,4,2,4,4,4,4,2,5,5,2,4,4,3,3,3,3,3,,3,3,1,4,40,30,primary,,10000000,100,10,,"Skipped: 7, 16, 17, 18 (1/3 answered), 19
 Problem: 37 k missing
 Transcribed by BR 02-07-2019 1022
 Notes:
 Nets rip d/t trash in the ocean"
