"start","end","survey_type","survey_id","survey_version","country","community","sex","interviewer","interviewer_Org","gear_handline","gear_spear","gear_traps","gear_gillnet","gear_mobilenet","gear_statline","gear_buceo","gear_other","other_gear","boat_status","boat_material","boat_motorized","boat_power","boat_length","comment","tech_smartphone","tech_maps","tech_socialmedia","tech_other","tech_none","other_tech","fishtech_vhf","fishtech_fishfinder","fishtech_survcam","fishtech_catchapp","fishtech_gps","fishtech_vesseltrack","fishtech_other","fishtech_none","other_fishtech","text_vms","positive_tracking_tech_one","positive_tracking_tech_two","negative_tracking_tech_one","negative_tracking_tech_two","choice","package_nopackage","wtp_1","wtp_2","wtp_3","wtp_4","wtr_1","wtr_2","wtr_3","wtr_4","tracking_positive","tracking_negative","vms_adoption_text","vms_design_a","vms_design_b","vms_design_c","vms_design_d","vms_design_e","vms_design_f","vms_design_g","vms_design_h","vms_design_i","target_species_one","target_species_two","target_species_three","fraction_personal","fraction_neighbor","fraction_local_trade","fraction_export","fraction_other","other_fraction","fishing_organization","fishing_org_type","other_type","fishing_org_role","other_role","fishing_org_members","access_target_species","other_access","restriction_gear","restriction_size","restriction_season","restriction_spacial","restriction_quota","restriction_other","restriction_none","other_restriction","enforcement_community_members","enforcement_village_leader","enforcement_village_gov","enforcement_provincial_gov","enforcement_national_gov","enforcement_none","enforcement_other","other_enforcement","enforcement_interval","other_interval","punishment_severity","mpa","fishery_problem_one","fishery_problem_two","fishery_problem_three","fishery_solution_one","fishery_solution_two","fishery_solution_three","rank_one","rank_two","rank_three","rank_four","catch_trends","opinion_a","opinion_b","opinion_c","opinion_d","opinion_e","opinion_f","opinion_g","opinion_h","opinion_i","trust_a","trust_b","trust_c","trust_d","trust_e","trust_f","trust_g","trust_h","trust_i","trust_j","trust_k","trust_l","satisfaction_a","satisfaction_b","satisfaction_c","age","years_fishing","education","other_education","income","income_fishing","income_expenses","photo","last_comments"
2019-07-03 06:37:21,2019-07-03 06:48:43,"data",3028,12,"IND","MAK","male","RR","GFW",NA,NA,NA,NA,NA,NA,0,NA,"Purse seine","share_employee","wood","yes","yes",13,NA,1,0,0,"0",0,NA,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,1,"no_package",NA,NA,NA,NA,"yes",NA,NA,NA,"Aman untuk nelayan","Tidak ada","Tidak mau, karena area penangkapan ikan saya sangat dekat pantai",0,0,0,0,1,0,0,0,0,"Ikan teri","Ikan kembung","Ikan tembang",0,0,100,0,0,NA,"no",NA,NA,NA,NA,NA,"there_are_no_r",NA,0,0,0,0,0,0,1,NA,0,0,0,1,1,0,0,NA,"few_year",NA,"strong","no","Cuaca","Karang","Sampah","Tidak melaut sampai cuaca membaik","Menghindari karang","Aturan ketat pembuangan sampah","weather","trash_pollutin","iuu","corruption","same","agree","disagree","strongly_agree","disagree","disagree","disagree","strongly_agree","agree","neutral","trust_entirely","somewhat_trust","neutral","somewhat_trust","somewhat_trust","somewhat_trust","somewhat_trust","neutral","neutral","somewhat_trust","somewhat_trust","neutral","neutral","neutral","neutral",54,20,"some_hs",NA,2500000,100,10,"1562136393770.jpg","Tidak terlalu memerlukan teknologi pelacakan karena wilayah tangkap tidak jauh"
2019-07-03 06:49:04,2019-07-03 07:17:17,"data",3029,16,"IND","MAK","male","RR","GFW",0,0,1,0,0,0,0,0,NA,"share_employee","wood","yes","yes",7,NA,1,1,0,"0",0,NA,0,0,0,0,0,1,0,0,NA,"GPS garmin 60","Mampu menandai posisi kapal","Membantu arah dalam mencari rajungan","Tidak ada","Tidak ada",1,"package_chosen","yes","yes","no",NA,NA,NA,NA,NA,"Mengetahui posisi kapal, dapat menandai tempat penangkapan rajungan, lbh aman","Tidak","Mau, karena sangat dbutuhkan untuk proses penangkapan rajungan, dan membuat nelayan lebh aman",0,1,1,1,1,0,0,0,0,"Rajungan","Ikan kerapu",NA,0,0,100,0,0,NA,"yes","cooperative",NA,"partner",NA,200,"there_are_no_r",NA,0,0,0,0,0,0,1,NA,0,0,0,0,1,0,0,NA,"never",NA,"strong","no","Cuaca","Bajak laut (perampokan d atas kapal ketika melaut)",NA,"Tidak melaut dulu sampai cuaca membaik","Operasi penegak hukum",NA,"weather","iuu","trash_pollutin","corruption","low_dec","agree","disagree","agree","disagree","disagree","disagree","strongly_agree","strongly_agree","neutral","trust_entirely","trust_entirely","neutral","somewhat_trust","somewhat_trust","neutral","somewhat_trust","neutral","somewhat_trust","somewhat_trust","somewhat_trust","neutral","neutral","neutral","neutral",35,22,"some_hs",NA,3e+06,100,10,"1562138091936.jpg","Nelayan ini sangat familiar dengan teknologi pelacakan karena terbiasa menjelajah jauh"
2019-07-03 07:22:38,2019-07-03 07:43:16,"data",3030,1,"IND","MAK","male","RR","GFW",0,0,1,0,0,0,0,0,NA,"share_employee","wood","yes","yes",7,NA,0,1,0,"0",0,NA,0,0,0,0,0,1,1,0,"Kompas","GPS garmin","Mengetahui posisi kapal","Menandai posisi yang banyak terdapat rajungan","Tidak","Tidak",2,"package_chosen","yes","yes","no",NA,NA,NA,NA,NA,"Aman untuk nelayan, mengetahui posisi kapal","Tidak ada","Mau, karena sangat penting bagi nelayan yang menjelajah laut sangat jauh",0,0,0,1,1,0,0,0,0,"Rajungan","Ikan kerapu",NA,0,0,100,0,0,NA,"yes","cooperative",NA,"partner",NA,200,"anyone_with_a_",NA,1,0,0,0,0,0,0,NA,0,0,0,1,1,0,0,NA,"few_year",NA,"strong","no","Angin kencang","Hujan","Rampok laut","Berhenti d tengah laut dan pasang jangkar","Tidak melaut","Operasi penegak hukum","weather","iuu","trash_pollutin","corruption","low_dec","strongly_agree","strongly_disag","agree","disagree","disagree","disagree","strongly_agree","strongly_agree","neutral","trust_entirely","trust_entirely","neutral","somewhat_trust","somewhat_trust","somewhat_trust","neutral","neutral","neutral","somewhat_trust","somewhat_trust","neutral","neutral","neutral","neutral",35,6,"some_hs",NA,6e+06,100,10,"1562139779089.jpg","Nelayan ini familiar dengan teknologi pelacakan kapal"
2019-07-03 07:44:53,2019-07-03 07:54:36,"data",3031,13,"IND","MAK","male","RR","GFW",0,0,1,0,0,0,0,0,NA,"share_employee","wood","yes","yes",8,NA,1,1,0,"0",0,NA,0,0,0,0,0,1,1,0,"Echosounder","GPS garmin 60","Mengetahui posisi kapal","Mengetahin medan dasar laut","Tidak ada","Alatnya mahal",2,"package_chosen","yes","yes","no",NA,NA,NA,NA,NA,"Menjaga keamanan nelayan yang melaut","Tidak ada",NA,0,0,1,1,1,0,0,0,0,"Rajungan","Ikan kerapu","Ikan buntal",0,0,100,0,0,NA,"no",NA,NA,NA,NA,NA,"anyone_with_a_",NA,1,0,0,0,0,0,0,NA,0,0,0,1,1,0,0,NA,"few_year",NA,"strong","no","Angin kencang ditengah laut","Hujan","Rampok di laut","Berdiam/ melempar jangkar","Tidak melaut sampai cuaca membaik","Operasi penegak hukum","weather","iuu","trash_pollutin","corruption","low_dec","strongly_agree","disagree","agree","disagree","disagree","disagree","strongly_agree","strongly_agree","neutral","trust_entirely","somewhat_trust","neutral","somewhat_trust","somewhat_trust","somewhat_trust","somewhat_trust","neutral","neutral","somewhat_trust","somewhat_trust","neutral","neutral","neutral","neutral",29,4,"some_hs",NA,2e+06,100,10,"1562140430444.jpg","Nelayan familiar dengan teknologi di atas kapal terutama pelacakan kapal, karena menjelajah sangat jauh dengan waktu melaut yg lama yaitu sekitar 15 hari"
2019-07-03 08:00:26,2019-07-03 08:14:23,"data",3032,12,"IND","MAK","male","RR","GFW",0,0,1,0,0,0,0,0,NA,"share_employee","wood","yes","yes",8,NA,1,1,0,"0",0,NA,0,0,0,0,0,1,0,0,NA,"GPS garmin 10","Tepat haluan","Lokasi tidak meleset","Tidak ada","Tidak ada",1,"package_chosen","yes","yes","yes","no",NA,NA,NA,NA,"Lebih aman bagi nelayan yang melaut berhari hari","Tidak ada","Mau, karena sangat penting untuk nelayan jelajah laut yg sangat jauh",0,0,1,1,1,0,0,0,0,"Rajungan","Kerapu","Ikan etong",0,0,100,0,0,NA,"no",NA,NA,NA,NA,NA,"anyone_with_a_",NA,1,0,0,0,0,0,0,NA,0,0,0,1,1,0,0,NA,"once_month",NA,"strong","no","Penangkap ikan yg menggunakan trawl","Perompak","Cuaca","Perketat penegakan hukum terhadap trawl","Patroli laut oleh penegak hukum","Lempar jangkar dan berdiam di tengah laut","iuu","weather","trash_pollutin","corruption","low_improve","neutral","disagree","strongly_agree","neutral","disagree","agree","strongly_agree","strongly_agree","neutral","trust_entirely","trust_entirely","neutral","somewhat_trust","somewhat_trust","somewhat_trust","somewhat_trust","somewhat_trust","somewhat_trust","somewhat_trust","somewhat_trust","somewhat_trust","neutral","neutral","neutral",37,20,"some_hs",NA,8e+06,100,10,"1562141639298.jpg","Sangat memerlukan teknologi pelacakan karena wilayah tangkap yang sangat jauh"
2019-07-05 05:53:02,2019-07-05 06:10:27,"data",3059,12,"IND","MAK","male","WG","GFW",0,0,1,0,0,0,0,0,NA,"own","wood","yes","yes",8,NA,0,0,0,"0",1,NA,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,2,"no_package",NA,NA,NA,NA,"yes",NA,NA,NA,"tahu posisi terakhir saya","tidak perlu",NA,0,0,1,0,0,0,0,0,0,"keong","rajungan","bandeng",NA,NA,100,NA,NA,NA,"no",NA,NA,NA,NA,NA,"anyone_with_a_",NA,0,0,0,0,0,0,1,NA,0,0,0,1,1,0,0,NA,"every_week",NA,"weak","no","limbah",NA,NA,"tertibkan pabrik2 yg memproduksi limbah",NA,NA,"trash_pollutin",NA,NA,NA,"low_dec","agree","strongly_disag","neutral","strongly_agree","agree","disagree","neutral","agree","disagree","somewhat_trust","somewhat_trust","neutral",NA,"somewhat_distr","neutral","neutral","neutral","neutral","somewhat_distr","somewhat_distr","somewhat_distr","neutral","unsatisfied","unsatisfied",64,50,"no_formal",NA,2e+06,NA,NA,NA,NA
2019-07-05 05:43:47,2019-07-05 05:51:58,"data",3057,16,"IND","MAK","male","WG","GFW",0,0,0,1,0,0,0,0,NA,"share_employee","wood","yes","yes",10,NA,0,0,0,"0",1,NA,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,2,"package_chosen","no",NA,NA,NA,NA,NA,NA,NA,"hanya posisi kapal","mahal","posisi saja",0,0,1,0,0,0,0,0,0,"teri",NA,NA,NA,NA,95,NA,5,"makan di kapal","no",NA,NA,NA,NA,NA,"anyone_with_a_",NA,1,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,NA,"few_year",NA,"weak","no","badai","limbah",NA,"kalo ada badai, ke pulau dulu",NA,NA,"weather","trash_pollutin","iuu",NA,"same","agree","agree","neutral","neutral","strongly_agree","strongly_disag","agree","strongly_agree","strongly_disag","somewhat_trust","somewhat_trust","somewhat_trust","somewhat_distr","somewhat_distr","neutral","neutral","neutral","neutral","somewhat_trust","somewhat_trust","somewhat_distr","neutral","satisfied","extremely_unsa",45,25,"some_hs",NA,2500000,NA,NA,NA,NA
2019-07-05 04:18:45,2019-07-05 04:30:59,"data",3055,5,"IND","MAK","male","WG","GFW",0,0,0,1,0,0,0,0,NA,"own","wood","yes","yes",11,NA,0,0,0,"0",1,NA,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,2,"no_package",NA,NA,NA,NA,"no","no","yes",NA,"penerapan peraturan","belum pernah make, butuhnya sounder",NA,0,1,1,0,0,0,0,0,0,"teri","tembang","kembung",NA,0,100,NA,NA,NA,"no",NA,NA,NA,NA,NA,"anyone_with_a_",NA,1,0,0,1,0,0,0,NA,0,0,0,1,0,0,0,NA,"once_month",NA,"weak","yes","angin","gelombang","sampah","lihat cuaca dulu","peraturan sampah ditegakkan",NA,"weather","trash_pollutin","iuu",NA,"same","neutral","agree","strongly_agree","strongly_disag","agree","strongly_disag","agree","strongly_agree","strongly_disag","trust_entirely","trust_entirely","trust_entirely","somewhat_distr","somewhat_distr","neutral","neutral","neutral","neutral","somewhat_distr","somewhat_distr","somewhat_trust","neutral","satisfied","extremely_unsa",45,20,"hs",NA,6e+06,NA,NA,NA,NA
2019-07-05 03:59:12,2019-07-05 04:10:01,"data",3052,8,"IND","MAK","male","WG","GFW",0,0,0,1,0,0,0,0,NA,"share_employee","wood","yes","yes",9,NA,1,0,0,"0",0,NA,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,2,"package_chosen","no",NA,NA,NA,NA,NA,NA,NA,"panel surya","gampang rusak",NA,0,1,1,0,0,0,0,0,0,"teri",NA,NA,NA,NA,100,NA,NA,NA,"no",NA,NA,NA,NA,NA,"there_are_no_r",NA,0,0,0,1,0,0,0,NA,0,0,0,0,0,1,0,NA,"never",NA,"weak","yes","limbah pabrik","sampah","cuaca","ketegasan pemerintah untuk menertibkan",NA,NA,"trash_pollutin","weather",NA,NA,"same","agree","strongly_disag","neutral","neutral","disagree","strongly_disag","agree","agree","strongly_disag","trust_entirely","trust_entirely","somewhat_trust","neutral","neutral","neutral","neutral","neutral","neutral","somewhat_trust","somewhat_trust","somewhat_trust","neutral","satisfied","satisfied",30,15,"some_hs",NA,7e+05,NA,NA,NA,NA
2019-07-05 03:30:32,2019-07-05 03:41:17,"data",3048,6,"IND","MAK","male","WG","GFW",0,0,0,1,0,0,0,0,NA,"share_employee","wood","yes","yes",9,NA,0,0,1,"0",0,NA,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,2,"package_chosen","yes","no",NA,NA,NA,NA,NA,NA,"bisa bantu kapten nangkap ikan","mudah rusak kayanya",NA,0,1,1,0,0,0,0,0,0,"teri","kembung",NA,0,NA,95,NA,NA,"5 persen utk konsumsi di kapal","no",NA,NA,NA,NA,NA,"anyone_with_a_",NA,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,"blom pernah ketemu","never",NA,"weak","no","angin kenceng",NA,NA,"pulang dulu kalau ada angin",NA,NA,"weather","iuu","corruption","trash_pollutin","low_dec","neutral","neutral","disagree","agree","neutral","disagree","agree","agree","strongly_disag","trust_entirely","neutral","neutral","somewhat_trust","somewhat_trust","neutral","neutral","neutral","neutral","somewhat_trust","somewhat_trust","somewhat_trust","neutral","satisfied","satisfied",29,10,"some_hs",NA,1500000,NA,NA,NA,NA
2019-07-04 09:20:11,2019-07-05 05:55:33,"data",3046,14,"IND","MAK","male","RR","GFW",0,0,0,0,0,0,0,1,"Jaring angkat","own","wood","yes","yes",8,NA,1,0,0,"0",0,NA,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,2,"no_package",NA,NA,NA,NA,"no","no","no","no","Aman untuk nelayan","Tidak ada","Tidak, karena wilayah tangkap dekat pantai",0,0,1,0,1,0,0,0,0,"Rajungan","Udang",NA,0,0,100,0,0,NA,"no",NA,NA,NA,NA,NA,"there_are_no_r",NA,0,0,0,0,0,0,1,NA,0,0,0,1,1,0,0,NA,"never",NA,"none","no","Cuaca","Sampah",NA,"Tidak melaut","Perketat aturan buang sampah sembarangan",NA,"weather","trash_pollutin","iuu","corruption","same","agree","disagree","agree","disagree","disagree","disagree","strongly_agree","strongly_agree","neutral","trust_entirely","somewhat_trust","neutral","somewhat_trust","somewhat_trust","neutral","somewhat_trust","neutral","neutral","somewhat_trust","somewhat_trust","neutral","neutral","neutral","satisfied",39,12,"some_hs",NA,2e+06,100,10,"1562232406851.jpg",NA
2019-07-05 04:28:29,2019-07-05 04:35:53,"data",3056,15,"IND","MAK","male","RR","GFW",0,0,0,0,0,0,0,1,"Jaring udang","share_employee","wood","yes","yes",7,NA,1,0,0,"0",0,NA,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,1,"package_chosen","no",NA,NA,NA,NA,NA,NA,NA,"Tahu lokasi dan aman","Tidak ada","Mau, jika dibantu pembiayaan alat dan cara menggunakan",0,1,1,1,1,0,0,0,0,"Udang","Rajungan",NA,0,0,100,0,0,NA,"no",NA,NA,NA,NA,NA,"there_are_no_r",NA,0,0,0,0,0,0,1,NA,0,0,0,0,1,0,0,NA,"once_year",NA,"none","no","Angin kencang","Gelombang","Sampah","Tidak melaut","Tidak melaut","Aturan ketat soal sampah","weather","trash_pollutin","iuu","corruption","low_dec","strongly_agree","disagree","agree","agree","disagree","disagree","strongly_agree","agree","neutral","trust_entirely","somewhat_trust","neutral","neutral","somewhat_trust","neutral","somewhat_trust","neutral","neutral","somewhat_trust","somewhat_trust","neutral","neutral","neutral","neutral",36,25,"some_hs",NA,1500000,100,20,"1562301331111.jpg","Mau menggunakan alat jika dibantu"
2019-07-05 04:17:58,2019-07-05 04:26:02,"data",3054,2,"IND","MAK","male","RR","GFW",NA,NA,NA,NA,NA,NA,0,NA,"Jaring udang","share_employee","wood","yes","yes",7,NA,1,0,0,"0",0,NA,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,1,"package_chosen","no",NA,NA,NA,NA,NA,NA,NA,"Tahu lokasi kapal","Tidak ada","Mau, tetapi tidak ingin membayar",0,1,1,1,1,0,0,0,0,"Udang","Rajungan",NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,"there_are_no_r",NA,0,0,0,0,0,0,1,NA,0,0,0,1,1,0,0,NA,"once_year",NA,"none","no","Gelombang besar","Hujan","Sampah","Tidak melaut","Tidak melaut","Aturan soal sampah","weather","trash_pollutin","iuu","corruption","high_dec","strongly_agree","disagree","agree","disagree","disagree","disagree","strongly_agree","strongly_agree","neutral","trust_entirely","somewhat_trust","neutral","neutral","somewhat_trust","neutral","somewhat_trust","neutral","neutral","somewhat_trust","somewhat_trust","neutral","neutral","neutral","neutral",20,5,"some_hs","Tidak menyelesaikan SD",1500000,100,20,"1562300757643.jpg","Menyukai teknologi pelacakan tp tidak bersedia membayar karena hasil tangkap sudah sangat sedikit"
2019-07-05 04:07:22,2019-07-05 04:25:37,"data",3053,6,"IND","MAK","male","RR","GFW",NA,NA,NA,NA,NA,NA,0,NA,"Jaring udang","share_employee","wood","yes","yes",7,NA,0,0,0,"1",0,NA,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,2,"package_chosen","no",NA,NA,NA,NA,NA,NA,NA,"Tahu lokasi","Tidak ada","Mau jika diajarkan cara menggunakannya",0,0,1,0,1,0,0,0,0,"Udang","Rajungan",NA,0,0,100,0,0,NA,"yes","cooperative",NA,"partner",NA,400,"there_are_no_r",NA,0,0,0,0,0,0,1,NA,0,0,0,0,1,0,0,NA,"never",NA,"none","no","Hujan","Gelombang besar","Sampah","Tidak melaut","Tidak Melaut","Aturan ketat mengenai sampah","weather","trash_pollutin","iuu","corruption","high_dec","strongly_agree","disagree","agree","disagree","disagree","disagree","strongly_agree","strongly_agree","agree","trust_entirely","somewhat_trust","somewhat_trust","somewhat_trust","somewhat_trust","neutral","somewhat_trust","neutral","neutral","somewhat_trust","somewhat_trust","neutral","neutral","neutral","neutral",25,10,"some_hs",NA,1500000,100,25,"1562300733087.jpg","Ingin teknologi pelackan jika diajarkan cara menggunakannya"
2019-07-05 03:54:35,2019-07-05 04:25:06,"data",3051,4,"IND","MAK","male","RR","GFW",NA,NA,NA,NA,NA,NA,0,NA,"Jaring udang","share_employee","wood","yes","yes",7,NA,0,0,0,"1",0,NA,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,1,"no_package",NA,NA,NA,NA,"no","no","no","no","Mengetahui posisi","Tidak ada","Tidak mau, karena awam dengan teknologi dan mencari tangkapan dekat pantai",0,0,1,0,0,0,0,0,0,"Udang","Rajungan",NA,0,0,100,0,0,NA,"yes","cooperative",NA,"partner",NA,400,"there_are_no_r",NA,0,0,0,0,0,0,1,NA,0,0,0,0,1,0,0,NA,"never",NA,"none","no","Karang yang merusak jaring","Cuaca","Sampah","Mencari wilayah yg aman","Tidak melaut","Larangan buang sampah di laut","weather","trash_pollutin","iuu","corruption","same","agree","agree","agree","disagree","disagree","disagree","strongly_agree","strongly_agree","neutral","trust_entirely","somewhat_trust","somewhat_trust","somewhat_trust","somewhat_trust","somewhat_trust","somewhat_trust","neutral","neutral","somewhat_trust","somewhat_trust","neutral","neutral","neutral","neutral",65,50,"some_hs",NA,1500000,100,30,"1562300700817.jpg","Jarang menggunakan teknologi dalam khidupan sehari2 bahkan tidak menggunakan handphone"
2019-07-05 03:36:41,2019-07-05 03:49:42,"data",3049,4,"IND","MAK","male","RR","GFW",NA,NA,NA,NA,NA,NA,0,NA,"Jaring angkat","share_employee","wood","yes","yes",6,NA,1,0,0,"0",0,NA,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,1,"package_chosen","no",NA,NA,NA,NA,NA,NA,NA,"Aman bagi nelayan, mengetahui posisi kapal","Tidak ada","Mau, tetapi tidak bersedia mengeluarkan biaya",0,0,1,0,1,0,0,0,0,"Rajungan","Ikan bawal putih","Ikan pari",0,0,100,0,0,NA,"no",NA,NA,NA,NA,NA,"there_are_no_r",NA,0,0,0,0,0,0,1,NA,0,0,0,1,1,0,0,NA,"once_year",NA,"none","no","Angin kencang","Gelombang besar","Sampah","Tidak melaut","Tidak melaut","Aturan mengenai larangan membuang sampah ke laut","weather","trash_pollutin","iuu","corruption","same","agree","agree","agree","disagree","disagree","disagree","strongly_agree","agree","neutral","trust_entirely","trust_entirely","neutral","somewhat_trust","somewhat_trust","neutral","somewhat_trust","neutral","neutral","somewhat_trust","somewhat_trust","neutral","neutral","neutral","neutral",55,40,"some_hs",NA,2e+06,100,40,"1562298577466.jpg","Senang jika kapal dipasang alat pelacak tp tidak bersedia mengeluarkan biaya karena hasil ikan yg didapat sudah sangat sedikit"
2019-07-04 08:59:44,2019-07-05 03:21:00,"data",3045,13,"IND","MAK","male","RR","GFW",0,0,1,0,0,0,0,0,NA,"share_employee","wood","yes","yes",8,NA,1,0,0,"0",0,NA,0,0,0,0,0,0,1,0,"Kompas",NA,NA,NA,NA,NA,2,"package_chosen","yes","no",NA,NA,NA,NA,NA,NA,"Mengetahui posisi kapal","Tidak ada",NA,0,0,1,1,1,0,0,0,0,"Rajungan","Kerapu",NA,0,0,100,0,0,NA,"no",NA,NA,NA,NA,NA,"there_are_no_r",NA,1,0,0,0,0,0,0,NA,0,0,0,1,1,0,0,NA,"few_year",NA,"strong","no","Cuaca","Sampah",NA,"Tidak melaut sampai cuaca membaik","Aturan pelarangan pembuangan sampah ke laut",NA,"weather","trash_pollutin","iuu","corruption","same","agree","disagree","agree","disagree","disagree","disagree","strongly_agree","strongly_agree","agree","trust_entirely","somewhat_trust","somewhat_trust","somewhat_trust","somewhat_trust","neutral","somewhat_trust","neutral","neutral","somewhat_trust","somewhat_trust","neutral","neutral","neutral","neutral",40,20,"some_hs",NA,2e+06,100,15,"1562231390460.jpg",NA
2019-07-04 08:15:24,2019-07-05 03:20:51,"data",3044,12,"IND","MAK","male","RR","GFW",NA,NA,NA,NA,NA,NA,0,NA,"Purse seine","share_employee","wood","yes","yes",12,NA,1,0,0,"0",0,NA,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,1,"package_chosen","yes","no",NA,NA,NA,NA,NA,NA,"Aman untuk nelayan","Tidak ada",NA,0,1,1,0,1,0,0,0,0,"Ikan teri","Ikan tenggiri","Ikan kembung",0,0,100,0,0,NA,"no",NA,NA,NA,NA,NA,"anyone_with_a_",NA,1,0,0,0,0,0,0,NA,0,0,0,1,1,0,0,NA,"few_year",NA,"strong","no","Cuaca","Sampah",NA,"Tidak melaut","Aturan pelarangan pembuangan sampah ke laut",NA,"weather","trash_pollutin","iuu","corruption","low_dec","agree","disagree","strongly_agree","disagree","disagree","disagree","strongly_agree","strongly_agree","neutral","trust_entirely","somewhat_trust","neutral","somewhat_trust","somewhat_trust","neutral","trust_entirely","somewhat_trust","neutral","somewhat_trust","somewhat_trust","neutral","neutral","neutral","neutral",38,20,"some_hs",NA,2e+06,100,10,"1562228371777.jpg",NA
2019-07-05 03:09:44,2019-07-05 03:28:10,"data",3047,4,"IND","MAK","male","WG","GFW",0,0,0,1,0,0,0,0,NA,"share_employee","wood","yes","yes",7,NA,0,0,0,"0",1,NA,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,2,"no_package",NA,NA,NA,NA,"yes",NA,NA,NA,"lokasi memancing bisa dilihat","alatnya terlalu mahal","tergantung bos saya",0,0,1,0,0,0,0,0,0,"teri","kembung","layur",0,0,100,NA,NA,NA,"yes","cooperative",NA,"partner",NA,50,"anyone_with_a_",NA,1,0,0,1,0,0,0,NA,0,0,0,1,0,0,0,NA,"few_year",NA,"weak","yes","cuaca","sampah",NA,"nunggu cuaca mereda",NA,NA,"weather","trash_pollutin","iuu","corruption","low_dec","agree","strongly_disag","agree","agree","neutral","strongly_disag","agree","agree","strongly_disag","trust_entirely","somewhat_trust","somewhat_trust","neutral","neutral","neutral","neutral","neutral","somewhat_trust","somewhat_distr","somewhat_distr","somewhat_distr","neutral","neutral","extremely_unsa",43,20,"some_hs",NA,1e+06,NA,NA,NA,NA
2019-07-05 03:50:07,2019-07-05 03:57:14,"data",3050,14,"IND","MAK","male","WG","GFW",0,0,0,1,0,0,0,0,NA,"share_employee","wood","yes","yes",7,NA,1,0,0,"0",0,NA,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,2,"package_chosen","yes","no",NA,NA,NA,NA,NA,NA,"kapten buat bantu nyari ikan","kena potong gaji",NA,0,0,1,0,0,0,0,0,0,"teri",NA,NA,NA,0,100,NA,NA,NA,"yes","cooperative",NA,"partner",NA,20,"anyone_with_a_",NA,0,0,0,0,0,0,1,NA,0,0,0,0,1,0,0,NA,"few_year",NA,"weak","no","angin musim barat",NA,NA,"tidak melaut saat ada angin",NA,NA,"weather","corruption","trash_pollutin",NA,"high_dec","neutral","agree","disagree","neutral","agree","strongly_disag","agree","agree","strongly_disag","trust_entirely","trust_entirely","trust_entirely","neutral","neutral","neutral","neutral","neutral","neutral","somewhat_trust","somewhat_trust","somewhat_trust","neutral","satisfied","satisfied",41,20,"some_hs",NA,2e+06,NA,NA,NA,NA
2019-07-05 05:59:05,2019-07-05 06:06:56,"data",3058,16,"IND","MAK","male","RR","GFW",NA,NA,NA,NA,NA,NA,0,NA,"Purse seine","share_employee","wood","yes","yes",12,NA,1,0,0,"0",0,NA,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,1,"package_chosen","yes","no",NA,NA,NA,NA,NA,NA,"aman dan mengetahui lokasi","Tidak ada","Mau, karena aman, tetapi sebenarnya tidak terlalu memerlukan karena wilayah tangkap dekat pantai",0,0,1,1,1,0,0,0,0,"Ikan teri","Ikan kembung",NA,0,0,100,0,0,NA,"no",NA,NA,NA,NA,NA,"anyone_with_a_",NA,1,0,0,0,0,0,0,NA,0,0,0,1,1,0,0,NA,"few_year",NA,"strong","no","Angin kencang","Pendangkalan muara",NA,"Tidak melaut","Pengerukan muara",NA,"weather","trash_pollutin","iuu","corruption","low_dec","agree","disagree","agree","disagree","disagree","disagree","strongly_agree","agree","neutral","trust_entirely","somewhat_trust","neutral","somewhat_trust","somewhat_trust","neutral","somewhat_trust","neutral","neutral","somewhat_trust","somewhat_trust","neutral","neutral","neutral","neutral",38,25,"some_hs",NA,2500000,100,30,"1562306759014.jpg","Suka dengan alat pelacak karena aman tetapi tidak terlalu memerlukan karena wilayah tangkap yg dekat pantai"
